Type,Menu,Menu group,"Item, open item",Size modifier,"Modifiers, special requests",Sales Category,Item tags,Deferred,Qty sold,Avg. price,Avg. item price (not incl. mods),Gross sales,Discount amount,Refund amount,Void amount,Net sales,Tax,Waste count,Waste amount
"",SauceBros POS,,,,,,,,7910.0,15.07,,119208.86,2733.58,45.98,3265.91,116429.30,9018.29,0.0,0.0
"",SauceBros POS,Pizzas,,,,,,,4519.0,22.41,,101269.10,1214.41,45.98,3005.39,100008.71,8040.33,0.0,0.0
menuItem,SauceBros POS,Pizzas,Korean BBQ,,,Pizza,[],false,295.0,23.88,0.00,7043.81,108.67,0.0,348.85,6935.14,548.68,0.0,0.0
menuItem,SauceBros POS,Pizzas,Naga Habanero Chicken,,,Pizza,[],false,741.0,23.03,-0.03,17062.46,193.08,21.99,804.1,16847.39,1356.02,0.0,0.0
menuItem,SauceBros POS,Pizzas,Beef Taco Pizza,,,Pizza,[],false,188.0,22.94,0.00,4312.89,60.02,0.0,175.92,4252.87,342.57,0.0,0.0
menuItem,SauceBros POS,Pizzas,Meatlovers Pizza,,,Pizza,[],false,390.0,25.49,-0.06,9941.42,113.38,23.99,317.87,9804.05,786.86,0.0,0.0
menuItem,SauceBros POS,Pizzas,Beef Pepperoni,,,Pizza,[],false,579.0,19.78,0.00,11454.27,153.61,0.0,454.72,11300.66,894.76,0.0,0.0
menuItem,SauceBros POS,Pizzas,Harissa Chicken,,,Pizza,[],false,218.0,22.03,0.00,4801.51,81.6,0.0,65.96,4719.91,383.31,0.0,0.0
menuItem,SauceBros POS,Pizzas,Bengali Beef Pesto (Contains Nuts),,,Pizza,[],false,153.0,25.12,0.00,3843.29,12.81,0.0,50.98,3830.48,316.2,0.0,0.0
menuItem,SauceBros POS,Pizzas,Alfredo Chicken,,,Pizza,[],false,130.0,20.56,0.00,2673.37,10.7,0.0,59.97,2662.67,219.79,0.0,0.0
menuItem,SauceBros POS,Pizzas,Naga Habanero Paneer,,,Pizza,[],false,154.0,21.94,0.00,3379.02,98.4,0.0,49.48,3280.62,266.99,0.0,0.0
menuItem,SauceBros POS,Pizzas,Naga Habanero Mushroom,,,Pizza,[],false,38.0,20.01,0.00,760.47,27.58,0.0,0.0,732.89,60.38,0.0,0.0
menuItem,SauceBros POS,Pizzas,Garlic Artichoke,,,Pizza,[],false,34.0,19.75,0.00,671.6,42.69,0.0,0.0,628.91,46.32,0.0,0.0
menuItem,SauceBros POS,Pizzas,Garlic Ghee Mushroom,,,Pizza,[],false,100.0,19.51,0.00,1950.66,10.71,0.0,0.0,1939.95,158.67,0.0,0.0
menuItem,SauceBros POS,Pizzas,Veggie Pizza,,,Pizza,[],false,144.0,19.22,0.00,2768.14,125.49,0.0,64.94,2642.65,176.54,0.0,0.0
menuItem,SauceBros POS,Pizzas,4Cheez with Hot Honey,,,Pizza,[],false,95.0,19.54,0.00,1856.72,27.91,0.0,17.99,1828.81,149.18,0.0,0.0
menuItem,SauceBros POS,Pizzas,Classic Cheese Pizza,,,Pizza,[],false,371.0,18.00,0.00,6678.81,114.9,0.0,124.91,6563.91,515.45,0.0,0.0
menuItem,SauceBros POS,Pizzas,Alfredo Cheese Pizza,,,Pizza,[],false,36.0,18.21,0.00,655.56,12.74,0.0,18.98,642.82,53.02,0.0,0.0
menuItem,SauceBros POS,Pizzas,Margarita,,,Pizza,[],false,44.0,18.65,0.00,820.39,0.0,0.0,0.0,820.39,67.68,0.0,0.0
menuItem,SauceBros POS,Pizzas,Naga Habanero Balachao,,,Pizza,[],false,29.0,17.54,0.00,508.71,3.08,0.0,0.0,505.63,41.71,0.0,0.0
menuItem,SauceBros POS,Pizzas,Customized Pizza,,,Pizza,[],false,44.0,23.37,0.00,1028.42,2.59,0.0,0.0,1025.83,84.69,0.0,0.0
menuItem,SauceBros POS,Pizzas,Half & Half,,,Pizza,[],false,736.0,25.89,0.00,19057.58,14.45,0.0,450.72,19043.13,1571.51,0.0,0.0
"",SauceBros POS,Pasta,,,,,,,315.0,12.68,,3993.02,8.78,0.0,115.84,3984.24,328.38,0.0,0.0
menuItem,SauceBros POS,Pasta,Alfredo Pasta,,,Pizza,[],false,165.0,13.00,9.99,2144.69,1.94,0.0,89.88,2142.75,176.65,0.0,0.0
menuItem,SauceBros POS,Pasta,Tomato Basil Pasta,,,Pizza,[],false,64.0,12.00,9.99,767.93,3.39,0.0,12.98,764.54,62.98,0.0,0.0
menuItem,SauceBros POS,Pasta,Naga Habanero Pasta,,,Pizza,[],false,86.0,12.56,9.99,1080.4,3.45,0.0,12.98,1076.95,88.75,0.0,0.0
"",SauceBros POS,Wraps,,,,,,,1274.0,8.02,,10221.12,1507.69,0.0,71.91,8713.43,350.36,0.0,0.0
menuItem,SauceBros POS,Wraps,Beef Chopped Cheese,,,Pizza,[],false,264.0,8.07,7.99,2130.29,172.98,0.0,31.96,1957.31,118.33,0.0,0.0
menuItem,SauceBros POS,Wraps,Chicken Wrap,,,Pizza,[],false,958.0,8.01,7.99,7672.36,1326.31,0.0,39.95,6346.05,198.15,0.0,0.0
menuItem,SauceBros POS,Wraps,Mushroom Wrap,,,Pizza,[],false,21.0,8.13,7.99,170.78,0.0,0.0,0.0,170.78,14.11,0.0,0.0
menuItem,SauceBros POS,Wraps,Paneer Wrap,,,Pizza,[],false,31.0,7.99,7.99,247.69,8.4,0.0,0.0,239.29,19.77,0.0,0.0
"",SauceBros POS,Drinks,,,,,,,1266.0,2.38,,3018.47,1.95,0.0,51.95,3016.52,242.10,0.0,0.0
menuItem,SauceBros POS,Drinks,Soda (Can),,,Pizza,[],false,963.0,2.50,2.50,2407.5,1.95,0.0,40.0,2405.55,192.85,0.0,0.0
menuItem,SauceBros POS,Drinks,Water (small),,,Pizza,[],false,299.0,1.99,1.99,595.01,0.0,0.0,7.96,595.01,47.93,0.0,0.0
menuItem,SauceBros POS,Drinks,Soda 2L,,,Pizza,[],false,4.0,3.99,3.99,15.96,0.0,0.0,3.99,15.96,1.32,0.0,0.0
"",SauceBros POS,Side,,,,,,,536.0,1.32,,707.15,0.75,0.0,20.82,706.40,57.12,0.0,0.0
menuItem,SauceBros POS,Side,Hot Honey,,,Pizza,[],false,75.0,1.99,1.99,149.25,0.3,0.0,0.0,148.95,11.99,0.0,0.0
menuItem,SauceBros POS,Side,Ranch,,,Pizza,[],false,291.0,0.99,0.99,288.09,0.0,0.0,11.88,288.09,23.39,0.0,0.0
menuItem,SauceBros POS,Side,Naga Dip,,,Pizza,[],false,70.0,1.99,1.99,139.3,0.45,0.0,3.98,138.85,11.2,0.0,0.0
menuItem,SauceBros POS,Side,Red Peppers Bags 3,,,Pizza,[],false,17.0,0.99,0.99,16.83,0.0,0.0,1.98,16.83,1.38,0.0,0.0
menuItem,SauceBros POS,Side,Parmesan Bags 3,,,Pizza,[],false,15.0,0.99,0.99,14.85,0.0,0.0,0.0,14.85,1.2,0.0,0.0
menuItem,SauceBros POS,Side,Side Olives,,,Pizza,[],false,5.0,0.99,0.99,4.95,0.0,0.0,0.0,4.95,0.4,0.0,0.0
menuItem,SauceBros POS,Side,Side Basil,,,Pizza,[],false,1.0,0.50,0.50,0.5,0.0,0.0,0.0,0.5,0.03,0.0,0.0
menuItem,SauceBros POS,Side,Side Jalapeno,,,Pizza,[],false,8.0,0.99,0.99,7.92,0.0,0.0,0.0,7.92,0.64,0.0,0.0
menuItem,SauceBros POS,Side,Side Garlic Mayo,,,Pizza,[],false,22.0,0.99,0.99,21.78,0.0,0.0,0.99,21.78,1.76,0.0,0.0
menuItem,SauceBros POS,Side,Marinara Sauce,,,Pizza,[],false,32.0,1.99,1.99,63.68,0.0,0.0,1.99,63.68,5.13,0.0,0.0
"",SauceBros Catering,,,,,,,,17.0,14.82,,252.0,0.0,0.0,60.0,252.0,4.70,0.0,0.0
"",SauceBros Catering,Pizza,,,,,,,17.0,14.82,,252.0,0.0,0.0,60.0,252.0,4.70,0.0,0.0
menuItem,SauceBros Catering,Pizza,"14"" Pie",,,Pizza,[],false,1.0,12.00,12.00,12.0,0.0,0.0,60.0,12.0,0.99,0.0,0.0
menuItem,SauceBros Catering,Pizza,"16"" Pie",,,Pizza,[],false,16.0,15.00,15.00,240.0,0.0,0.0,0.0,240.0,3.71,0.0,0.0
"",All Day Menu,,,,,,,,4567.0,17.54,,80095.98,0.0,0.0,123.94,80095.98,6606.27,0.0,0.0
"",All Day Menu,Pizzas,,,,,,,3444.0,21.90,,75429.14,0.0,0.0,123.94,75429.14,6222.80,0.0,0.0
menuItem,All Day Menu,Pizzas,Classic Cheese Pizza,,,,[],false,376.0,18.37,0.00,6907.27,0.0,0.0,0.0,6907.27,569.92,0.0,0.0
menuItem,All Day Menu,Pizzas,Alfredo Cheese Pizza,,,,[],false,44.0,18.60,0.00,818.42,0.0,0.0,0.0,818.42,67.52,0.0,0.0
menuItem,All Day Menu,Pizzas,4Cheez with Hot Honey,,,,[],false,165.0,19.51,0.00,3219.78,0.0,0.0,0.0,3219.78,265.23,0.0,0.0
menuItem,All Day Menu,Pizzas,Naga Habanero Mushroom,,,,[],false,62.0,20.11,0.00,1247.03,0.0,0.0,17.99,1247.03,102.78,0.0,0.0
menuItem,All Day Menu,Pizzas,Garlic Ghee Mushroom,,,,[],false,104.0,19.99,0.00,2078.52,0.0,0.0,0.0,2078.52,171.25,0.0,0.0
menuItem,All Day Menu,Pizzas,Veggie Pizza,,,,[],false,132.0,19.64,0.00,2592.12,0.0,0.0,0.0,2592.12,213.67,0.0,0.0
menuItem,All Day Menu,Pizzas,Naga Habanero Chicken,,,,[],false,471.0,23.09,0.00,10876.6,0.0,0.0,21.99,10876.6,896.63,0.0,0.0
menuItem,All Day Menu,Pizzas,Alfredo Chicken,,,,[],false,120.0,20.39,0.00,2446.52,0.0,0.0,18.99,2446.52,201.95,0.0,0.0
menuItem,All Day Menu,Pizzas,Naga Habanero Balachao,,,,[],false,21.0,17.89,0.00,375.78,0.0,0.0,0.0,375.78,31.01,0.0,0.0
menuItem,All Day Menu,Pizzas,Beef Pepperoni,,,,[],false,518.0,20.79,0.00,10771.05,0.0,0.0,43.98,10771.05,888.83,0.0,0.0
menuItem,All Day Menu,Pizzas,Bengali Beef Pesto (Contains Nuts),,,,[],false,177.0,25.19,0.00,4458.03,0.0,0.0,0.0,4458.03,368.04,0.0,0.0
menuItem,All Day Menu,Pizzas,Meatlovers Pizza,,,,[],false,425.0,25.52,0.00,10845.85,0.0,0.0,0.0,10845.85,895.4,0.0,0.0
menuItem,All Day Menu,Pizzas,Customized Pizza,,,,[],false,79.0,23.22,0.00,1834.28,0.0,0.0,0.0,1834.28,151.44,0.0,0.0
menuItem,All Day Menu,Pizzas,Beef Taco Pizza,,,,[],false,170.0,22.89,0.00,3891.13,0.0,0.0,0.0,3891.13,320.66,0.0,0.0
menuItem,All Day Menu,Pizzas,Harissa Chicken,,,,[],false,229.0,22.00,0.00,5037.36,0.0,0.0,20.99,5037.36,415.61,0.0,0.0
menuItem,All Day Menu,Pizzas,Naga Habanero Paneer,,,,[],false,94.0,21.79,0.00,2048.5,0.0,0.0,0.0,2048.5,169.1,0.0,0.0
menuItem,All Day Menu,Pizzas,Garlic Artichoke,,,,[],false,60.0,21.17,0.00,1270.01,0.0,0.0,0.0,1270.01,104.85,0.0,0.0
menuItem,All Day Menu,Pizzas,Korean BBQ,,,,[],false,197.0,23.91,0.00,4710.89,0.0,0.0,0.0,4710.89,388.91,0.0,0.0
"",All Day Menu,Pasta,,,,,,,153.0,12.20,,1866.34,0.0,0.0,0.0,1866.34,153.74,0.0,0.0
menuItem,All Day Menu,Pasta,Alfredo Pasta,,,,[],false,79.0,12.22,9.99,965.62,0.0,0.0,0.0,965.62,79.54,0.0,0.0
menuItem,All Day Menu,Pasta,Tomato Basil Pasta,,,,[],false,47.0,12.09,9.99,568.2,0.0,0.0,0.0,568.2,46.8,0.0,0.0
menuItem,All Day Menu,Pasta,Naga Habanero Pasta,,,,[],false,27.0,12.32,9.99,332.52,0.0,0.0,0.0,332.52,27.4,0.0,0.0
"",All Day Menu,Wraps,,,,,,,204.0,8.06,,1644.91,0.0,0.0,0.0,1644.91,135.89,0.0,0.0
menuItem,All Day Menu,Wraps,Beef Chopped Cheese,,,,[],false,80.0,8.06,7.99,645.18,0.0,0.0,0.0,645.18,53.3,0.0,0.0
menuItem,All Day Menu,Wraps,Chicken Wrap,,,,[],false,94.0,8.05,7.99,757.04,0.0,0.0,0.0,757.04,62.54,0.0,0.0
menuItem,All Day Menu,Wraps,Mushroom Wrap,,,,[],false,12.0,7.99,7.99,95.88,0.0,0.0,0.0,95.88,7.92,0.0,0.0
menuItem,All Day Menu,Wraps,Paneer Wrap,,,,[],false,18.0,8.16,7.99,146.81,0.0,0.0,0.0,146.81,12.13,0.0,0.0
"",All Day Menu,Drinks,,,,,,,76.0,2.47,,187.45,0.0,0.0,0.0,187.45,15.26,0.0,0.0
menuItem,All Day Menu,Drinks,Soda (Can),,,,[],false,71.0,2.50,2.50,177.5,0.0,0.0,0.0,177.5,14.45,0.0,0.0
menuItem,All Day Menu,Drinks,Water (small),,,,[],false,5.0,1.99,1.99,9.95,0.0,0.0,0.0,9.95,0.81,0.0,0.0
"",All Day Menu,Side,,,,,,,690.0,1.40,,968.14,0.0,0.0,0.0,968.14,78.58,0.0,0.0
menuItem,All Day Menu,Side,Hot Honey,,,,[],false,140.0,1.99,1.99,278.6,0.0,0.0,0.0,278.6,22.53,0.0,0.0
menuItem,All Day Menu,Side,Ranch,,,,[],false,342.0,0.99,0.99,338.58,0.0,0.0,0.0,338.58,27.65,0.0,0.0
menuItem,All Day Menu,Side,Naga Dip,,,,[],false,147.0,1.99,1.99,292.53,0.0,0.0,0.0,292.53,23.71,0.0,0.0
menuItem,All Day Menu,Side,Red Peppers Bags 3,,,,[],false,20.0,0.99,0.99,19.8,0.0,0.0,0.0,19.8,1.6,0.0,0.0
menuItem,All Day Menu,Side,Parmesan Bags 3,,,,[],false,26.0,0.99,0.99,25.74,0.0,0.0,0.0,25.74,2.09,0.0,0.0
menuItem,All Day Menu,Side,Side Olives,,,,[],false,5.0,0.99,0.99,4.95,0.0,0.0,0.0,4.95,0.4,0.0,0.0
menuItem,All Day Menu,Side,Side Cilantro,,,,[],false,1.0,0.50,0.50,0.5,0.0,0.0,0.0,0.5,0.03,0.0,0.0
menuItem,All Day Menu,Side,Side Basil,,,,[],false,3.0,0.50,0.50,1.5,0.0,0.0,0.0,1.5,0.09,0.0,0.0
menuItem,All Day Menu,Side,Side Jalapeno,,,,[],false,6.0,0.99,0.99,5.94,0.0,0.0,0.0,5.94,0.48,0.0,0.0
"",Doordash Menu,,,,,,,,1176.0,17.93,,21084.39,0.0,0.0,0.0,21084.39,1739.13,0.0,0.0
"",Doordash Menu,Pizzas,,,,,,,838.0,23.53,,19715.10,0.0,0.0,0.0,19715.10,1626.39,0.0,0.0
menuItem,Doordash Menu,Pizzas,Classic Cheese Pizza,,,,[],false,94.0,21.09,0.00,1982.66,0.0,0.0,0.0,1982.66,163.61,0.0,0.0
menuItem,Doordash Menu,Pizzas,Alfredo Cheese Pizza,,,,[],false,27.0,20.84,0.00,562.62,0.0,0.0,0.0,562.62,46.42,0.0,0.0
menuItem,Doordash Menu,Pizzas,4Cheez with Hot Honey,,,,[],false,47.0,21.28,0.00,1000.39,0.0,0.0,0.0,1000.39,82.6,0.0,0.0
menuItem,Doordash Menu,Pizzas,Naga Habanero Mushroom,,,,[],false,17.0,22.28,0.00,378.74,0.0,0.0,0.0,378.74,31.26,0.0,0.0
menuItem,Doordash Menu,Pizzas,Garlic Ghee Mushroom,,,,[],false,23.0,21.24,0.00,488.63,0.0,0.0,0.0,488.63,40.32,0.0,0.0
menuItem,Doordash Menu,Pizzas,Veggie Pizza,,,,[],false,52.0,21.47,0.00,1116.3,0.0,0.0,0.0,1116.3,92.13,0.0,0.0
menuItem,Doordash Menu,Pizzas,Naga Habanero Chicken,,,,[],false,107.0,25.03,0.00,2678.67,0.0,0.0,0.0,2678.67,221.1,0.0,0.0
menuItem,Doordash Menu,Pizzas,Alfredo Chicken,,,,[],false,24.0,21.28,0.00,510.66,0.0,0.0,0.0,510.66,42.16,0.0,0.0
menuItem,Doordash Menu,Pizzas,Naga Habanero Balachao,,,,[],false,7.0,20.70,0.00,144.88,0.0,0.0,0.0,144.88,11.95,0.0,0.0
menuItem,Doordash Menu,Pizzas,Beef Pepperoni,,,,[],false,176.0,23.74,0.00,4178.65,0.0,0.0,0.0,4178.65,344.4,0.0,0.0
menuItem,Doordash Menu,Pizzas,Bengali Beef Pesto (Contains Nuts),,,,[],false,29.0,26.47,0.00,767.71,0.0,0.0,0.0,767.71,63.25,0.0,0.0
menuItem,Doordash Menu,Pizzas,Meatlovers Pizza,,,,[],false,78.0,26.24,0.00,2047.07,0.0,0.0,0.0,2047.07,168.84,0.0,0.0
menuItem,Doordash Menu,Pizzas,Harissa Chicken,,,,[],false,43.0,24.38,0.00,1048.46,0.0,0.0,0.0,1048.46,86.54,0.0,0.0
menuItem,Doordash Menu,Pizzas,Beef Taco Pizza,,,,[],false,40.0,24.04,0.00,961.56,0.0,0.0,0.0,961.56,79.37,0.0,0.0
menuItem,Doordash Menu,Pizzas,Naga Habanero Paneer,,,,[],false,26.0,24.10,0.00,626.63,0.0,0.0,0.0,626.63,51.66,0.0,0.0
menuItem,Doordash Menu,Pizzas,Korean BBQ,,,,[],false,42.0,25.99,0.00,1091.53,0.0,0.0,0.0,1091.53,90.06,0.0,0.0
menuItem,Doordash Menu,Pizzas,Garlic Artichoke,,,,[],false,6.0,21.66,0.00,129.94,0.0,0.0,0.0,129.94,10.72,0.0,0.0
"",Doordash Menu,Pasta,,,,,,,39.0,12.52,,488.28,0.0,0.0,0.0,488.28,40.23,0.0,0.0
menuItem,Doordash Menu,Pasta,Alfredo Pasta,,,,[],false,26.0,12.41,9.99,322.53,0.0,0.0,0.0,322.53,26.57,0.0,0.0
menuItem,Doordash Menu,Pasta,Tomato Basil Pasta,,,,[],false,8.0,12.23,9.99,97.86,0.0,0.0,0.0,97.86,8.06,0.0,0.0
menuItem,Doordash Menu,Pasta,Naga Habanero Pasta,,,,[],false,5.0,13.58,9.99,67.89,0.0,0.0,0.0,67.89,5.6,0.0,0.0
"",Doordash Menu,Wraps,,,,,,,40.0,10.99,,439.60,0.0,0.0,0.0,439.60,36.38,0.0,0.0
menuItem,Doordash Menu,Wraps,Beef Chopped Cheese,,,,[],false,12.0,10.99,10.99,131.88,0.0,0.0,0.0,131.88,10.91,0.0,0.0
menuItem,Doordash Menu,Wraps,Chicken Wrap,,,,[],false,17.0,10.99,10.99,186.83,0.0,0.0,0.0,186.83,15.46,0.0,0.0
menuItem,Doordash Menu,Wraps,Paneer Wrap,,,,[],false,8.0,10.99,10.99,87.92,0.0,0.0,0.0,87.92,7.28,0.0,0.0
menuItem,Doordash Menu,Wraps,Mushroom Wrap,,,,[],false,3.0,10.99,10.99,32.97,0.0,0.0,0.0,32.97,2.73,0.0,0.0
"",Doordash Menu,Drinks,,,,,,,50.0,2.99,,149.5,0.0,0.0,0.0,149.5,12.41,0.0,0.0
menuItem,Doordash Menu,Drinks,Soda (Can),,,,[],false,50.0,2.99,2.99,149.5,0.0,0.0,0.0,149.5,12.41,0.0,0.0
"",Doordash Menu,Side,,,,,,,209.0,1.40,,291.91,0.0,0.0,0.0,291.91,23.72,0.0,0.0
menuItem,Doordash Menu,Side,Hot Honey,,,,[],false,12.0,1.99,1.99,23.88,0.0,0.0,0.0,23.88,1.92,0.0,0.0
menuItem,Doordash Menu,Side,Ranch,,,,[],false,91.0,0.99,0.99,90.09,0.0,0.0,0.0,90.09,7.42,0.0,0.0
menuItem,Doordash Menu,Side,Naga Dip,,,,[],false,60.0,1.99,1.99,119.4,0.0,0.0,0.0,119.4,9.64,0.0,0.0
menuItem,Doordash Menu,Side,Aged Parmesan,,,,[],false,13.0,1.99,1.99,25.87,0.0,0.0,0.0,25.87,2.1,0.0,0.0
menuItem,Doordash Menu,Side,Red Peppers Bags 3,,,,[],false,12.0,0.99,0.99,11.88,0.0,0.0,0.0,11.88,0.96,0.0,0.0
menuItem,Doordash Menu,Side,Parmesan Bags 3,,,,[],false,12.0,0.99,0.99,11.88,0.0,0.0,0.0,11.88,0.96,0.0,0.0
menuItem,Doordash Menu,Side,Side Olives,,,,[],false,2.0,0.99,0.99,1.98,0.0,0.0,0.0,1.98,0.16,0.0,0.0
menuItem,Doordash Menu,Side,Side Cilantro,,,,[],false,3.0,0.99,0.99,2.97,0.0,0.0,0.0,2.97,0.24,0.0,0.0
menuItem,Doordash Menu,Side,Side Basil,,,,[],false,2.0,0.99,0.99,1.98,0.0,0.0,0.0,1.98,0.16,0.0,0.0
menuItem,Doordash Menu,Side,Side Jalapeno,,,,[],false,2.0,0.99,0.99,1.98,0.0,0.0,0.0,1.98,0.16,0.0,0.0
"",Open items,,,,,,,,223.0,7.45,,1660.5,0.0,0.0,3300.0,1660.5,0.0,0.0,0.0
"",Open items,Open Food,,,,,,,223.0,7.45,,1660.5,0.0,0.0,3300.0,1660.5,0.0,0.0,0.0
openItem,Open items,Open Food,Naga Chicken,,,,[],false,5.0,18.00,18.00,90.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0
openItem,Open items,Open Food,Naga Pizza,,,,[],false,4.0,18.00,18.00,72.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0
openItem,Open items,Open Food,Peperoni,,,,[],false,4.0,14.00,14.00,56.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0
openItem,Open items,Open Food,Peppeoni,,,,[],false,5.0,16.00,16.00,80.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0
openItem,Open items,Open Food,Wrap,,,,[],false,0.0,0.00,0.00,0.0,0.0,0.0,3300.0,0.0,0.0,0.0,0.0
openItem,Open items,Open Food,Wraps,,,,[],false,205.0,6.65,6.65,1362.5,0.0,0.0,0.0,1362.5,0.0,0.0,0.0
